model_id,model_label,model_kind,task_id,scenario_id,scenario_label,iteration,latency_ms,api_ok,parse_ok,output_chars,output_preview,parsed_value,validate_notes,error
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,curator,technical,technical,3,5648,true,false,63,"{ ""register"": ""technical"", ""flags"": [""project_continuity""],",,unparseable JSON,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,curator,urgent,crisis signal,1,4425,true,true,291,"{ ""register"": ""urgent"", ""flags"": [""crisis"", ""negative_state""], ""relevant_memory_ids"": [41, 42], ""reasoning"": ""The user is expressing thoughts of giving up, indicating a potential crisis following a pe","{""register"":""urgent"",""flags"":[""crisis"",""negative_state""],""ids"":[41,42],""reasoning"":""The user is expressing thoughts of giving up, indicating a potential crisis foll""}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,curator,urgent,crisis signal,2,5027,true,true,277,"{ ""register"": ""urgent"", ""flags"": [ ""crisis"", ""negative_state"" ], ""relevant_memory_ids"": [ 41, 42 ], ""reasoning"": ""User is expressing suicidal ideation following low mood reports. The model needs to pr","{""register"":""urgent"",""flags"":[""crisis"",""negative_state""],""ids"":[41,42],""reasoning"":""User is expressing suicidal ideation following low mood reports. The model needs""}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,curator,urgent,crisis signal,3,4907,true,true,267,"{ ""register"": ""urgent"", ""flags"": [""crisis"", ""negative_state""], ""relevant_memory_ids"": [""41"", ""42""], ""reasoning"": ""User expresses thoughts of 'stopping' amidst a prolonged low mood, indicating a crisis","{""register"":""urgent"",""flags"":[""crisis"",""negative_state""],""ids"":[""41"",""42""],""reasoning"":""User expresses thoughts of 'stopping' amidst a prolonged low mood, indicating a ""}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,curator,warm,emotional / warm,1,6980,true,false,36,"{ ""register"": ""warm"", ""flags"": [",,unparseable JSON,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,curator,warm,emotional / warm,2,4922,true,true,275,"{ ""register"": ""warm"", ""flags"": [ ""negative_state"" ], ""relevant_memory_ids"": [ 12 ], ""reasoning"": ""The user is expressing persistent negative emotions and a feeling of emptiness, indicating a significa","{""register"":""warm"",""flags"":[""negative_state""],""ids"":[12],""reasoning"":""The user is expressing persistent negative emotions and a feeling of emptiness, ""}",,
gem:2.5-fl-dyn,gemini-2.5-fl-dyn,gemini,curator,warm,emotional / warm,3,4380,true,false,51,"{ ""register"": ""warm"", ""flags"": [ ""negative_",,unparseable JSON,
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,casual,casual short,1,34,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,casual,casual short,2,46,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,casual,casual short,3,36,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,recall,recall request,1,42,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,recall,recall request,2,36,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,recall,recall request,3,31,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,technical,technical,1,37,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,technical,technical,2,47,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,technical,technical,3,35,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,urgent,crisis signal,1,41,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,urgent,crisis signal,2,33,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,urgent,crisis signal,3,32,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,warm,emotional / warm,1,44,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,warm,emotional / warm,2,44,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-b128,gemini-2.5-pro-b128,gemini,curator,warm,emotional / warm,3,47,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,casual,casual short,1,600,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,casual,casual short,2,3232,true,true,251,"{ ""register"": ""casual"", ""flags"": [], ""relevant_memory_ids"": [ 31 ], ""reasoning"": ""The user is starting the day with a simple greeting. The main model should respond in kind and can use the memory abou","{""register"":""casual"",""flags"":[],""ids"":[31],""reasoning"":""The user is starting the day with a simple greeting. The main model should respo""}",,
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,casual,casual short,3,3121,true,true,281,"{ ""register"": ""casual"", ""flags"": [ ""short_ack"" ], ""relevant_memory_ids"": [ ""31"" ], ""reasoning"": ""The user is starting the day with a simple greeting. The main model should respond in kind and can use ","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[""31""],""reasoning"":""The user is starting the day with a simple greeting. The main model should respo""}",,
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,recall,recall request,1,2786,true,true,305,"{ ""register"": ""technical"", ""flags"": [ ""recall_request"", ""project_continuity"" ], ""relevant_memory_ids"": [ 51 ], ""reasoning"": ""The user is asking for a specific detail from a past technical discussion. ","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[51],""reasoning"":""The user is asking for a specific detail from a past technical discussion. The m""}",,
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,recall,recall request,2,8404,true,false,93,"{ ""register"": ""technical"", ""flags"": [ ""recall_request"", ""project_continuity"" ],",,unparseable JSON,
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,recall,recall request,3,39,false,false,0,,,,"{""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metri"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,technical,technical,1,628,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,technical,technical,2,470,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,technical,technical,3,772,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,urgent,crisis signal,1,672,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,urgent,crisis signal,2,5376,true,true,287,"{ ""register"": ""urgent"", ""flags"": [ ""crisis"", ""negative_state"" ], ""relevant_memory_ids"": [ ""41"", ""42"" ], ""reasoning"": ""User is expressing suicidal ideation, which is a crisis signal. The model must pri","{""register"":""urgent"",""flags"":[""crisis"",""negative_state""],""ids"":[""41"",""42""],""reasoning"":""User is expressing suicidal ideation, which is a crisis signal. The model must p""}",,
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,urgent,crisis signal,3,2194,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,warm,emotional / warm,1,437,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,warm,emotional / warm,2,438,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:2.5-pro-dyn,gemini-2.5-pro-dyn,gemini,curator,warm,emotional / warm,3,7230,true,true,323,"{ ""register"": ""warm"", ""flags"": [ ""negative_state"" ], ""relevant_memory_ids"": [ 12 ], ""reasoning"": ""User is expressing persistent sadness ('hollow') for three weeks, which aligns with the timing of a re","{""register"":""warm"",""flags"":[""negative_state""],""ids"":[12],""reasoning"":""User is expressing persistent sadness ('hollow') for three weeks, which aligns w""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,casual,casual short,1,10247,true,true,217,"{ ""register"": ""casual"", ""flags"": [""short_ack""], ""relevant_memory_ids"": [], ""reasoning"": ""The user is initiating a brief morning greeting, requiring a friendly and simple acknowledgment to establish ra","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[],""reasoning"":""The user is initiating a brief morning greeting, requiring a friendly and simple""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,casual,casual short,2,3521,true,true,223,"{ ""register"": ""casual"", ""flags"": [ ""short_ack"" ], ""relevant_memory_ids"": [], ""reasoning"": ""The user is initiating a casual morning greeting; the model should respond in kind and maintain a friendly ra","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[],""reasoning"":""The user is initiating a casual morning greeting; the model should respond in ki""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,casual,casual short,3,10017,true,true,204,"{ ""register"": ""casual"", ""flags"": [""short_ack""], ""relevant_memory_ids"": [], ""reasoning"": ""The user is initiating a casual morning greeting. No specific memories need to be surfaced at this time."" }","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[],""reasoning"":""The user is initiating a casual morning greeting. No specific memories need to b""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,recall,recall request,1,8192,true,true,346,"{ ""register"": ""technical"", ""flags"": [""recall_request"", ""project_continuity""], ""relevant_memory_ids"": [""51"", ""52""], ""reasoning"": ""The user is inquiring about a specific technical decision from last wee","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[""51"",""52""],""reasoning"":""The user is inquiring about a specific technical decision from last week regardi""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,recall,recall request,2,2560,true,true,255,"{ ""register"": ""technical"", ""flags"": [""project_continuity"", ""recall_request""], ""relevant_memory_ids"": [""51""], ""reasoning"": ""The user is asking for a status update on a specific technical decision regar","{""register"":""technical"",""flags"":[""project_continuity"",""recall_request""],""ids"":[""51""],""reasoning"":""The user is asking for a status update on a specific technical decision regardin""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,recall,recall request,3,8751,true,true,313,"{ ""register"": ""technical"", ""flags"": [""recall_request"", ""project_continuity""], ""relevant_memory_ids"": [""51"", ""52""], ""reasoning"": ""The user is asking for a status update on a specific project technical ","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[""51"",""52""],""reasoning"":""The user is asking for a status update on a specific project technical decision ""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,technical,technical,1,4584,true,true,280,"{ ""register"": ""technical"", ""flags"": [ ""project_continuity"" ], ""relevant_memory_ids"": [ 21 ], ""reasoning"": ""The user is providing specific debugging context for the cascade fallback issue in the codeba","{""register"":""technical"",""flags"":[""project_continuity""],""ids"":[21],""reasoning"":""The user is providing specific debugging context for the cascade fallback issue ""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,technical,technical,2,823,true,true,317,"{ ""register"": ""technical"", ""flags"": [""project_continuity"", ""correction""], ""relevant_memory_ids"": [""21""], ""reasoning"": ""The user is identifying a specific code location causing a failure in the cascade","{""register"":""technical"",""flags"":[""project_continuity"",""correction""],""ids"":[""21""],""reasoning"":""The user is identifying a specific code location causing a failure in the cascad""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,technical,technical,3,10783,true,true,269,"{ ""register"": ""technical"", ""flags"": [ ""project_continuity"" ], ""relevant_memory_ids"": [ 21 ], ""reasoning"": ""The user is providing specific debugging context for the cascade fallback issue in handlers.j","{""register"":""technical"",""flags"":[""project_continuity""],""ids"":[21],""reasoning"":""The user is providing specific debugging context for the cascade fallback issue ""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,urgent,crisis signal,1,10215,true,true,309,"{ ""register"": ""urgent"", ""flags"": [""crisis"", ""negative_state"", ""project_continuity""], ""relevant_memory_ids"": [""41"", ""42""], ""reasoning"": ""The user is expressing suicidal ideation following a trend of lo","{""register"":""urgent"",""flags"":[""crisis"",""negative_state"",""project_continuity""],""ids"":[""41"",""42""],""reasoning"":""The user is expressing suicidal ideation following a trend of low mood. The mode""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,urgent,crisis signal,2,10638,true,true,317,"{ ""register"": ""urgent"", ""flags"": [""crisis"", ""negative_state"", ""project_continuity""], ""relevant_memory_ids"": [""41"", ""42""], ""reasoning"": ""The user is expressing suicidal ideation following a trend of lo","{""register"":""urgent"",""flags"":[""crisis"",""negative_state"",""project_continuity""],""ids"":[""41"",""42""],""reasoning"":""The user is expressing suicidal ideation following a trend of low mood. The mode""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,urgent,crisis signal,3,3585,true,true,309,"{ ""register"": ""urgent"", ""flags"": [""crisis"", ""negative_state"", ""project_continuity""], ""relevant_memory_ids"": [""41"", ""42""], ""reasoning"": ""The user is expressing suicidal ideation following a trend of lo","{""register"":""urgent"",""flags"":[""crisis"",""negative_state"",""project_continuity""],""ids"":[""41"",""42""],""reasoning"":""The user is expressing suicidal ideation following a trend of low mood. The mode""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,warm,emotional / warm,1,4080,true,true,316,"{ ""register"": ""warm"", ""flags"": [ ""negative_state"", ""project_continuity"" ], ""relevant_memory_ids"": [ ""12"" ], ""reasoning"": ""The user is expressing ongoing grief and emotional hollowness. The response sh","{""register"":""warm"",""flags"":[""negative_state"",""project_continuity""],""ids"":[""12""],""reasoning"":""The user is expressing ongoing grief and emotional hollowness. The response shou""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,warm,emotional / warm,2,3589,true,true,320,"{ ""register"": ""warm"", ""flags"": [ ""negative_state"", ""project_continuity"" ], ""relevant_memory_ids"": [ ""12"" ], ""reasoning"": ""The user is expressing ongoing emotional distress related to a previous bereav","{""register"":""warm"",""flags"":[""negative_state"",""project_continuity""],""ids"":[""12""],""reasoning"":""The user is expressing ongoing emotional distress related to a previous bereavem""}",,
gem:3.1-fl,gemini-3.1-fl,gemini,curator,warm,emotional / warm,3,17038,true,true,321,"{ ""register"": ""warm"", ""flags"": [ ""negative_state"", ""project_continuity"" ], ""relevant_memory_ids"": [ ""12"" ], ""reasoning"": ""The user is expressing ongoing grief related to their bereavement period. The ","{""register"":""warm"",""flags"":[""negative_state"",""project_continuity""],""ids"":[""12""],""reasoning"":""The user is expressing ongoing grief related to their bereavement period. The mo""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,casual,casual short,1,6186,true,true,207,"{ ""register"": ""casual"", ""flags"": [""short_ack""], ""relevant_memory_ids"": [], ""reasoning"": ""The user is initiating a morning greeting. The model should respond with a casual, friendly acknowledgment."" }","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[],""reasoning"":""The user is initiating a morning greeting. The model should respond with a casua""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,casual,casual short,2,7579,true,true,283,"{ ""register"": ""casual"", ""flags"": [ ""short_ack"", ""positive_state"" ], ""relevant_memory_ids"": [ ""31"" ], ""reasoning"": ""The user is initiating a casual greeting. The model should acknowledge the greeting a","{""register"":""casual"",""flags"":[""short_ack"",""positive_state""],""ids"":[""31""],""reasoning"":""The user is initiating a casual greeting. The model should acknowledge the greet""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,casual,casual short,3,8613,true,true,215,"{ ""register"": ""casual"", ""flags"": [ ""short_ack"" ], ""relevant_memory_ids"": [], ""reasoning"": ""The user is initiating a simple morning greeting. The response should be a friendly, casual acknowledgment."" ","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[],""reasoning"":""The user is initiating a simple morning greeting. The response should be a frien""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,recall,recall request,1,6645,true,true,276,"{ ""register"": ""technical"", ""flags"": [""recall_request"", ""project_continuity""], ""relevant_memory_ids"": [""51""], ""reasoning"": ""The user is asking for a status update on a technical fix discussed previousl","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[""51""],""reasoning"":""The user is asking for a status update on a technical fix discussed previously. ""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,recall,recall request,2,13958,true,true,331,"{ ""register"": ""technical"", ""flags"": [ ""recall_request"", ""project_continuity"" ], ""relevant_memory_ids"": [ ""51"", ""52"" ], ""reasoning"": ""The user is inquiring about the architectural decision for the cura","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[""51"",""52""],""reasoning"":""The user is inquiring about the architectural decision for the curator latency i""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,recall,recall request,3,7619,true,true,340,"{ ""register"": ""technical"", ""flags"": [ ""recall_request"", ""project_continuity"" ], ""relevant_memory_ids"": [ ""51"", ""52"" ], ""reasoning"": ""The user is following up on a specific technical decision regarding","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[""51"",""52""],""reasoning"":""The user is following up on a specific technical decision regarding curator late""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,technical,technical,1,9154,true,true,300,"{ ""register"": ""technical"", ""flags"": [ ""project_continuity"", ""correction"" ], ""relevant_memory_ids"": [ 21 ], ""reasoning"": ""The user provided specific debugging info for the cascade fallback failure. The","{""register"":""technical"",""flags"":[""project_continuity"",""correction""],""ids"":[21],""reasoning"":""The user provided specific debugging info for the cascade fallback failure. The ""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,technical,technical,2,1931,true,true,298,"{ ""register"": ""technical"", ""flags"": [ ""project_continuity"" ], ""relevant_memory_ids"": [ 21 ], ""reasoning"": ""The user is providing specific debugging information for the cascade fallback issue in handle","{""register"":""technical"",""flags"":[""project_continuity""],""ids"":[21],""reasoning"":""The user is providing specific debugging information for the cascade fallback is""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,technical,technical,3,6916,true,true,307,"{ ""register"": ""technical"", ""flags"": [ ""project_continuity"" ], ""relevant_memory_ids"": [ ""21"" ], ""reasoning"": ""The user provided specific file and line information for a technical bug in the cascade fal","{""register"":""technical"",""flags"":[""project_continuity""],""ids"":[""21""],""reasoning"":""The user provided specific file and line information for a technical bug in the ""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,urgent,crisis signal,1,1420,true,true,320,"{ ""register"": ""urgent"", ""flags"": [ ""crisis"", ""negative_state"" ], ""relevant_memory_ids"": [ ""41"", ""42"" ], ""reasoning"": ""The user is expressing passive suicidal ideation after three days of low mood, tri","{""register"":""urgent"",""flags"":[""crisis"",""negative_state""],""ids"":[""41"",""42""],""reasoning"":""The user is expressing passive suicidal ideation after three days of low mood, t""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,urgent,crisis signal,2,5808,true,true,294,"{ ""register"": ""urgent"", ""flags"": [ ""crisis"", ""negative_state"" ], ""relevant_memory_ids"": [ 41, 42 ], ""reasoning"": ""The user is expressing suicidal ideation after three consecutive days of low mood, tri","{""register"":""urgent"",""flags"":[""crisis"",""negative_state""],""ids"":[41,42],""reasoning"":""The user is expressing suicidal ideation after three consecutive days of low moo""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,urgent,crisis signal,3,6517,true,true,291,"{ ""register"": ""urgent"", ""flags"": [ ""crisis"", ""negative_state"" ], ""relevant_memory_ids"": [ ""41"", ""42"" ], ""reasoning"": ""The user is expressing suicidal ideation after persistent low mood, triggering saf","{""register"":""urgent"",""flags"":[""crisis"",""negative_state""],""ids"":[""41"",""42""],""reasoning"":""The user is expressing suicidal ideation after persistent low mood, triggering s""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,warm,emotional / warm,1,13485,true,true,319,"{ ""register"": ""warm"", ""flags"": [""negative_state"", ""project_continuity""], ""relevant_memory_ids"": [11, 12], ""reasoning"": ""The user is expressing persistent emotional distress related to a previous berea","{""register"":""warm"",""flags"":[""negative_state"",""project_continuity""],""ids"":[11,12],""reasoning"":""The user is expressing persistent emotional distress related to a previous berea""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,warm,emotional / warm,2,1976,true,true,342,"{ ""register"": ""warm"", ""flags"": [ ""negative_state"", ""project_continuity"" ], ""relevant_memory_ids"": [ ""12"" ], ""reasoning"": ""The user is expressing persistent emotional distress related to a previous ber","{""register"":""warm"",""flags"":[""negative_state"",""project_continuity""],""ids"":[""12""],""reasoning"":""The user is expressing persistent emotional distress related to a previous berea""}",,
gem:3.1-fl-med,gemini-3.1-fl-med,gemini,curator,warm,emotional / warm,3,14599,false,false,0,,,,"{""error"":{""code"":503,""message"":""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",""status"":""UNAVAILABLE""}}"
gem:3.1-fl-min,gemini-3.1-fl-min,gemini,curator,casual,casual short,1,6893,true,true,186,"{ ""register"": ""casual"", ""flags"": [""short_ack""], ""relevant_memory_ids"": [], ""reasoning"": ""The user is initiating a casual greeting. A polite, welcoming response is appropriate."" }","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[],""reasoning"":""The user is initiating a casual greeting. A polite, welcoming response is approp""}",,
gem:3.1-fl-min,gemini-3.1-fl-min,gemini,curator,casual,casual short,2,7393,true,true,252,"{ ""register"": ""casual"", ""flags"": [""short_ack""], ""relevant_memory_ids"": [""31""], ""reasoning"": ""The user is initiating a casual morning greeting; acknowledge the greeting warmly and potentially integrate","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[""31""],""reasoning"":""The user is initiating a casual morning greeting; acknowledge the greeting warml""}",,
gem:3.1-fl-min,gemini-3.1-fl-min,gemini,curator,casual,casual short,3,11586,true,true,231,"{ ""register"": ""casual"", ""flags"": [""short_ack""], ""relevant_memory_ids"": [], ""reasoning"": ""The user is initiating a casual morning greeting; the model should reciprocate warmly and acknowledge the start","{""register"":""casual"",""flags"":[""short_ack""],""ids"":[],""reasoning"":""The user is initiating a casual morning greeting; the model should reciprocate w""}",,
gem:3.1-fl-min,gemini-3.1-fl-min,gemini,curator,recall,recall request,1,10813,true,true,366,"{ ""register"": ""technical"", ""flags"": [ ""recall_request"", ""project_continuity"" ], ""relevant_memory_ids"": [ ""51"", ""52"" ], ""reasoning"": ""The user is inquiring about a specific technical decision regarding","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[""51"",""52""],""reasoning"":""The user is inquiring about a specific technical decision regarding curator late""}",,
gem:3.1-fl-min,gemini-3.1-fl-min,gemini,curator,recall,recall request,2,666,true,true,299,"{ ""register"": ""technical"", ""flags"": [""recall_request"", ""project_continuity""], ""relevant_memory_ids"": [""51"", ""52""], ""reasoning"": ""The user is asking about the previous decision on the curator latency i","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[""51"",""52""],""reasoning"":""The user is asking about the previous decision on the curator latency issue, whi""}",,
gem:3.1-fl-min,gemini-3.1-fl-min,gemini,curator,recall,recall request,3,5934,true,true,271,"{ ""register"": ""technical"", ""flags"": [""recall_request"", ""project_continuity""], ""relevant_memory_ids"": [""51"", ""52""], ""reasoning"": ""The user is inquiring about a specific technical decision made regardin","{""register"":""technical"",""flags"":[""recall_request"",""project_continuity""],""ids"":[""51"",""52""],""reasoning"":""The user is inquiring about a specific technical decision made regarding the cur""}",,
